uid	streams-0-profile	streams-0-side_data_list-0-displaymatrix	streams-0-color_space	streams-0-tags-rotate	streams-1-codec_time_base	format-tags-compatible_brands	streams-1-sample_rate	streams-0-tags-encoder	format-tags-major_brand	streams-0-color_primaries	streams-1-time_base	streams-0-width	streams-0-coded_width	streams-0-display_aspect_ratio	streams-0-side_data_list-0-rotation	tag
10139574	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10139577	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10139630	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10139691	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10139705	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10139726	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	bad
10139740	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10139776	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10139790	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10139823	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10139920	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10139968	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	bad
10139993	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10139996	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10140000	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10140007	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10140049	0	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10140084	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10140086	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10140092	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10140114	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10140193	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10140225	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10140251	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10140260	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10140272	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	bad
10140300	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10140308	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	bad
10140351	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10140366	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	bad
10140380	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	bad
10140391	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10140415	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10140435	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10140454	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10140456	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10140508	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10140510	0	-1	-1	-1	2	0	2	-1	0	-1	2	1	1	2	-1	good
10140525	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10140548	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10140590	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10140592	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10140603	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10140613	2	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10140699	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10140704	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10140714	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10140716	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10140718	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10140732	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10140734	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10140789	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10140790	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10140801	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10140803	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10140821	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10140825	2	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10140828	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10140830	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10140855	2	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10140887	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10140922	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10140940	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10140972	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10140977	2	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10140987	1	2	-1	0	2	0	2	-1	0	-1	2	1	1	2	0	bad
10140996	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10141020	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10141021	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10141027	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10141030	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10141034	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10141047	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10141069	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10141091	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10141125	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10141138	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10141158	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10141177	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10141180	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10141184	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10141268	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10141272	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10141273	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10141288	1	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10141303	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10141332	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10141352	1	1	-1	1	0	0	0	-1	0	-1	0	1	1	2	2	bad
10141385	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10141392	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	bad
10141399	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10141401	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	bad
10141448	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10141453	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10141455	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10141457	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10141470	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10141475	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10141555	0	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10141611	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10141640	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10141654	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10141667	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10141668	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10141690	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10141738	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10141742	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10141767	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10141811	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10141815	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10141836	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10141849	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	bad
10141865	1	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10141886	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10141892	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10141924	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10141933	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10141937	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10141957	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10141961	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10141989	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10142022	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10142031	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10142062	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10142085	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10142120	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10142126	1	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10142137	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10142146	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10142155	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10142161	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10142184	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10142208	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10142218	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10142220	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10142221	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10142246	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10142276	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10142279	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10142322	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10142341	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10142349	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10142375	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10142399	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10142409	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10142461	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10142469	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10142485	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10142502	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10142548	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10142590	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10142598	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10142601	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	bad
10142634	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10142659	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10142701	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10142702	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10142710	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10142725	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10142747	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10142795	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10142822	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10142825	0	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10142847	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10142852	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10142862	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10142880	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10142934	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10142946	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	bad
10142952	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10142962	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10143031	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10143050	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10143086	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10143112	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10143115	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10143117	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10143138	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10143184	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10143190	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10143208	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10143209	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10143210	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10143238	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10143268	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10143272	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10143297	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10143336	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10143337	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10143338	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	0	2	bad
10143359	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10143361	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10143371	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10143414	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10143430	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10143442	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10143451	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10143452	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10143477	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10143481	1	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10143503	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10143554	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10143557	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10143573	0	-1	-1	-1	2	1	2	-1	1	-1	2	1	1	2	-1	bad
10143589	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10143591	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10143605	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10143615	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10143626	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10143627	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	bad
10143629	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10143645	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	bad
10143650	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10143654	1	2	-1	0	2	1	2	-1	1	-1	2	1	1	2	0	good
10143662	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10143668	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10143714	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10143724	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10143740	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10143760	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10143781	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10143809	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10143841	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10143857	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10143862	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10143884	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10143906	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10143914	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	bad
10143915	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10143928	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10143934	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10143944	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10143977	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10144024	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10144031	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10144039	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	bad
10144068	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10144115	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10144130	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10144131	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10144134	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10144142	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10144175	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	bad
10144176	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10144187	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10144205	1	1	-1	1	0	0	0	-1	0	-1	0	1	1	2	2	bad
10144218	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	bad
10144224	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10144225	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10144232	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10144237	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10144242	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10144252	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10144268	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10144269	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10144278	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10144287	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10144321	2	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10144322	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10144328	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10144336	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10144341	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10144357	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10144358	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10144362	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10144376	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10144378	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10144411	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10144432	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10144441	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10144447	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10144477	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10144502	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10144553	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10144564	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10144584	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10144593	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10144605	1	1	-1	1	1	0	1	-1	0	-1	1	1	1	2	2	good
10144628	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10144641	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10144653	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10144658	1	1	-1	1	1	1	1	-1	1	-1	1	1	1	2	2	good
10144672	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10144690	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10144693	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10144700	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10144716	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10144736	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10144750	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10144756	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10144780	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10144781	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10144788	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10144797	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10144803	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10144811	0	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10144814	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10144818	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10144838	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10144852	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10144857	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10144872	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10144900	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10144920	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10144921	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10144935	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10144946	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10144954	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10144957	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10144960	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10144972	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10144991	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	bad
10145014	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10145022	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10145060	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10145069	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10145082	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10145119	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10145151	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10145158	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10145165	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10145171	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10145217	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10145219	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	bad
10145256	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10145270	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10145289	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10145320	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10145336	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10145361	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10145369	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10145402	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10145407	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10145420	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10145428	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10145433	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10145453	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10145463	1	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10145470	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10145494	0	0	-1	2	1	2	1	1	2	-1	1	0	0	0	1	good
10145504	1	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10145512	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10145543	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10145548	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10145554	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10145559	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10145590	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10145601	1	1	2	1	2	1	2	-1	1	2	2	1	1	2	2	good
10145612	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10145624	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	bad
10145634	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10145638	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10145647	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10145652	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	bad
10145659	2	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10145667	1	1	-1	1	2	1	2	-1	1	-1	2	1	1	0	2	good
10145676	2	1	-1	1	2	0	2	-1	0	-1	2	1	1	2	2	good
10145734	0	0	2	2	1	2	1	1	2	1	1	0	0	0	1	good
10145755	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
10145764	0	1	-1	1	2	1	2	-1	1	-1	2	1	1	2	2	good
