uid	streams-0-r_frame_rate	format-duration	format-tags-creation_time	streams-1-nb_frames	format-start_time	streams-1-duration	streams-0-nb_frames	streams-0-tags-creation_time	streams-0-duration	streams-1-tags-creation_time	streams-1-duration_ts	streams-0-codec_time_base	streams-1-bit_rate	format-size	format-bit_rate	streams-1-start_pts	streams-0-avg_frame_rate	streams-0-duration_ts	streams-1-start_time	streams-0-bit_rate	tag
10152014	25	13636667	624	591	-13628	13593265	341	624	13636667	624	599463	50	88518	1224568	718397	-601	25	8182	-13628	625694	bad
10152020	30	17951678	654	776	0	17951542	538	654	17951667	654	791663	60	83326	1584633	706177	111	30	10771	2517	619052	bad
10152024	30	12890000	713	558	-18707	12821927	387	713	12890000	713	565447	60	86893	1176907	730431	-825	30	7734	-18707	639322	bad
10152026	30	14187000	649	665	0	14202104	426	649	14179578	649	681701	60	127991	1580088	891006	0	30	1276162	0	756874	good
10152062	25	16901678	643	730	-13605	16820839	430	643	16901667	643	741799	51	86063	1498770	709406	-600	25	10141	-13605	619628	bad
10152068	30	17751678	629	767	-567	17739478	533	629	17751667	629	782311	60	84874	1525957	687690	-25	30	10651	-567	599027	good
10152107	30	16768000	626	786	0	16775832	503	626	16753278	626	805240	60	95955	1777469	848029	0	30	1507795	0	747466	good
10152138	17	15957000	640	748	0	15960167	261	640	15684678	640	766088	33	128116	1083787	543353	0	17	1411621	0	418790	good
10152145	30	17918345	635	774	-6689	17895873	538	635	17918333	635	789208	60	84373	1578367	704693	-295	30	10751	-6689	616568	good
10152202	30	17951678	644	776	-8821	17870544	539	644	17951667	644	788091	60	88667	1578415	703406	-389	30	10771	-8821	610911	bad
10152211	30	15489000	341	725	0	15477708	464	341	15489244	341	742930	60	96300	1641162	847652	0	30	1394032	0	745760	good
10152217	25	12796667	1444	555	-2971	12768005	320	1444	12796667	1444	563069	50	82924	1120898	700743	-131	25	7678	-2971	613562	good
10152220	19	15445000	637	724	0	15445458	289	637	15380033	637	741382	38	96327	1282614	664351	0	19	1384203	0	564794	good
10152237	30	17975011	210	777	-1791	17970454	539	210	17975000	210	792497	60	62641	1472064	655160	-79	30	10785	-1791	588831	good
10152238	25	13876667	1101	600	-15057	13851610	347	1101	13876667	1101	610856	50	84156	1233224	710962	-664	25	8326	-15057	622865	good
10152246	30	13280000	903	618	0	13184000	396	903	13280833	903	632832	60	96370	1415712	852838	0	30	1195275	0	750528	good
10152248	30	12523000	643	587	0	12526458	377	643	12466856	643	601270	60	128309	1370673	875619	0	30	1122017	0	743357	bad
10152289	30	15125000	725	709	0	15125333	379	725	14875100	725	726016	51	122568	1621837	857831	0	25	1338759	0	743282	good
10152314	25	17955011	642	776	-15442	17863923	449	642	17955000	642	787799	50	84428	1560674	695370	-681	25	10773	-15442	607240	good
10152317	25	17845011	636	773	-17438	17815488	474	636	17845000	636	785663	53	84041	1500589	672720	-769	27	10707	-17438	584723	bad
10152330	30	14048345	629	607	0	14035805	421	629	14048333	629	618979	60	85700	1261876	718590	483	30	8429	10952	628913	good
10152336	30	14037000	636	658	0	14037333	419	636	13966967	636	673792	60	256051	1755063	1000249	0	30	1257027	0	743113	good
10152346	30	16786000	406	783	0	16723458	503	406	16785644	406	802726	60	95888	1794989	855469	0	30	1510708	0	754740	good
10152349	25	13836667	152	599	-16939	13798934	346	152	13836667	152	608533	50	80405	1218215	704340	-747	25	8302	-16939	619918	bad
10152417	24	17080000	1049	739	-17982	17002245	410	1049	17080000	1049	749799	48	80140	1501051	703068	-793	24	10248	-17982	619301	good
10152430	25	17835011	649	772	-16916	17816009	446	649	17835000	649	785686	50	84203	1554002	697056	-746	25	10701	-16916	609014	good
10152450	25	17835011	635	771	-17415	17815488	446	635	17835000	635	785663	50	80903	1589971	713190	-768	25	10701	-17415	628566	good
10152485	5	14400000	211	675	0	14400000	62	211	12437367	211	691200	10	128246	436074	242263	0	5	1119363	0	129019	bad
10152495	24	16960000	646	795	0	16974542	406	646	16938578	646	814778	48	127923	1554380	733198	0	24	1524472	0	602687	bad
10152499	17	16896000	705	792	0	16896000	279	705	16773789	705	811008	33	128123	1155602	547160	0	17	1509641	0	419246	good
10152512	25	17024000	645	798	0	17023937	420	645	16867489	645	817149	50	96357	1779410	836188	0	25	1518074	0	741565	good
10152535	30	14080000	46	609	0	14077007	422	46	14080000	46	620796	60	63660	1180934	670985	252	30	8448	5714	603332	good
10152539	30	17241678	649	745	-1020	17228186	517	649	17241667	649	759763	60	62503	1481393	687354	-45	30	10345	-1020	621151	good
10152560	30	13163000	819	617	0	13202396	391	819	13029044	819	633715	60	127736	1514048	920184	0	30	1172614	0	796705	bad
10152587	11	13869000	1707	648	0	13839979	154	1707	13868767	1707	664319	22	127900	1519182	876303	0	11	1248189	0	742207	good
10152602	30	17063000	641	794	0	17005833	516	641	17063256	641	816280	60	127533	1885400	883971	0	30	1535693	0	751590	good
10152610	20	12288000	650	576	0	12295771	119	650	11847056	650	590197	20	96405	614051	399772	0	10	1066235	0	307290	good
10152618	90000	13483000	637	632	0	13482667	266	637	13507689	637	647168	39	96275	1433667	850651	0	20	1215692	0	746592	bad
10152661	30	14720000	715	690	0	14719938	433	715	14523733	715	706557	60	96475	1547464	841013	0	30	1307136	0	748640	good
10152674	29	17024000	251	798	0	17057250	498	251	17015567	251	818748	59	127898	1845392	867195	0	29	1531401	0	736226	bad
10152686	30	17024000	442	798	0	17023937	507	442	16897978	442	817149	60	96341	1794883	843460	0	30	1520818	0	747569	bad
10152708	25	17998141	1022	777	0	17998141	450	1022	17996667	1022	793718	50	86282	1587854	705785	1142	25	10798	25896	615957	good
10152730	30	17000000	153	796	0	16981333	510	153	17012367	153	815104	60	128030	1854767	872831	0	30	1531113	0	739062	bad
10152763	30	13535000	641	634	0	13525333	407	641	13556244	641	649216	60	96454	1440115	851194	0	30	1220062	0	747170	bad
10152787	30	13955011	645	605	-8367	13900385	419	645	13955000	645	613007	60	87181	1254729	719299	-369	30	8373	-8367	627839	bad
10152799	24	16221678	1435	701	0	16219795	390	1435	16221667	1435	715293	48	62809	1378306	679735	541	24	9733	12268	613319	good
10152805	60	16256000	1218	762	0	16297167	401	1218	16238700	1218	782264	49	127801	1528394	752162	0	25	1461483	0	621437	good
10152816	17	13120000	645	615	0	13151063	218	645	13088022	645	631251	33	127858	902450	550274	0	17	1177922	0	420220	good
10152820	30	12790000	646	555	-14127	12780045	384	646	12790000	646	563600	60	83750	1131366	707656	-623	30	7674	-14127	619493	good
10152839	30	16917000	705	793	0	16946271	506	705	16861789	705	813421	60	127977	1864313	881628	0	30	1517561	0	752533	good
10152878	30	14233000	709	666	0	14208000	427	709	14264667	709	681984	60	128000	1560221	876959	0	30	1283820	0	741156	good
10152913	24	17041000	701	798	0	17067896	409	701	17041033	701	819259	48	127847	1566103	735216	0	24	1533693	0	603807	good
10152920	30	17024000	658	798	0	17070646	510	658	16986278	658	819391	60	127745	1874226	880745	0	30	1528765	0	750947	good
10152951	30	15140000	24	707	0	15116542	453	24	15139922	24	725594	60	95963	1623267	857736	0	30	1362593	0	756209	bad
10152974	25	13196667	714	570	-14989	13150703	330	714	13196667	714	579946	50	83775	1168970	708645	-661	25	7918	-14989	620976	good
10152989	30	16469000	657	772	0	16528562	494	657	16465511	657	793371	60	95655	1737041	843786	0	30	1481896	0	742627	bad
10152996	90000	17024000	658	798	0	17024000	247	658	17104456	658	817152	29	128034	1883092	884911	0	14	1539401	0	748066	good
10153013	25	17115011	1357	738	-22336	17065669	428	1357	17115000	1357	752596	50	83757	1498893	700621	-985	25	10269	-22336	613303	good
10153031	29	16489000	654	770	0	16460729	479	654	16489432	654	790115	58	96072	1743765	846025	0	29	1484049	0	744849	good
10153032	20	12416000	647	582	0	12430917	247	647	12375744	647	596684	40	127939	986800	635824	0	20	1113817	0	506182	good
10153039	30	17141678	701	741	-6236	17130068	514	701	17141667	701	755436	60	62965	1420990	663174	-275	30	10285	-6236	596474	bad
10153046	24	17818345	651	770	-22041	17718005	428	651	17818333	651	781364	48	62653	1538383	690696	-972	24	10691	-22041	624576	good
10153052	90000	17024000	1221	798	0	17024000	299	1221	17017556	1221	817152	35	96168	1800777	846229	0	18	1531580	0	745259	bad
10153063	30	14059000	604	659	0	14058667	421	604	14034067	604	674816	60	128000	1552830	883607	0	30	1263066	0	750483	good
10153071	20	13291000	21	623	0	13290667	264	21	13287589	21	637952	40	128035	1455601	876142	0	20	1195883	0	741469	good
10153084	17	17024000	650	798	0	17024000	283	650	16994344	650	817152	33	128124	1174759	552048	0	17	1529491	0	421853	good
10153116	60	14400000	1003	675	0	14400000	285	1003	14369367	1003	691200	40	156000	1635363	908535	0	20	1293243	0	747614	good
10153139	28	13921000	1056	649	0	13845333	388	1056	13938078	1056	664576	56	96446	1401566	805439	0	28	1254427	0	702370	good
10153161	30	13390000	709	624	0	13320833	402	709	13389478	709	639400	60	95936	1416871	846524	0	30	1205053	0	744576	good
10153168	25	15828345	1821	684	-6757	15806032	396	1821	15828333	1821	697046	50	62816	1355214	684955	-298	25	9497	-6757	618397	bad
10153169	30	13355011	710	579	-15102	13336349	401	710	13355000	710	588133	60	84727	1195446	716103	-666	30	8013	-15102	627067	bad
10153176	25	16715011	657	723	-8730	16663174	418	657	16715000	657	734846	50	81554	1439133	688785	-385	25	10029	-8730	603412	good
10153185	60	15552000	851	729	0	15552000	310	851	15535967	851	746496	40	128068	1718239	883867	0	20	1398237	0	750798	bad
10153203	25	13661224	655	591	0	13661224	341	655	13638333	655	602460	50	86262	1214780	711374	348	25	8183	7891	622163	bad
10153206	25	17893356	1117	773	0	17893356	447	1117	17876667	1117	789097	50	85711	1580979	706845	617	25	10726	13991	618051	good
10153225	20	14248000	818	667	0	14229333	285	818	14260767	818	683008	40	96000	1504465	844730	0	20	1283469	0	742048	good
10153232	30	16637000	721	777	0	16576000	500	721	16660644	721	795648	60	96324	1800018	865549	0	30	1499458	0	757996	good
10153235	30	12736000	640	597	0	12746542	381	640	12695667	640	611834	60	127974	1409049	885081	0	30	1142610	0	755966	good
10153245	30	16533000	1319	775	0	16533332	491	1319	16522844	1319	793600	59	96258	1719527	832045	0	30	1487056	0	730999	bad
10153294	15	17024000	658	798	0	17023729	252	658	17213111	658	817139	29	96001	1815672	853229	0	15	1549180	0	727655	bad
10153328	90000	16021000	1039	751	0	16021332	404	1039	16027888	1039	769024	50	96000	1691777	844779	0	25	1442510	0	742994	bad
10153339	29	17059000	1038	798	0	17024000	245	1038	17072911	1038	817152	29	128185	1873465	878581	0	14	1536562	0	744729	good
10153405	17	13547000	2355	635	0	13583167	225	2355	13514178	2355	651992	33	127801	938463	554196	0	17	1216276	0	424040	good
10153409	30	14187000	717	665	0	14204292	423	717	14096533	717	681806	60	127926	1574984	888128	0	30	1268688	0	761591	good
10153411	28	17024000	715	798	0	17024000	241	715	17064911	715	817152	28	96000	1802058	846831	0	14	1535842	0	743959	good
10153439	25	16995011	705	735	-11905	16915442	425	705	16995000	705	745971	50	85862	1485514	699270	-525	25	10197	-11905	609606	bad
10153447	30	13824000	659	648	0	13827396	414	659	13772800	659	663715	60	255937	1735117	1004118	0	30	1239552	0	746256	bad
10153451	29	17024000	705	798	0	17024000	242	705	17017367	705	817152	28	96160	1800568	846131	0	14	1531563	0	745177	bad
10153454	30	17987098	740	777	0	17987098	539	740	17985000	740	793231	60	89199	1628449	724274	655	30	10791	14853	631386	good
10153483	10	13824000	704	648	0	13824000	137	704	13709400	704	663552	20	128031	654501	378762	0	10	1233846	0	250084	bad
10153495	25	17024000	1143	798	0	17024000	424	1143	17025622	1143	817152	50	96306	1802829	847194	0	25	1532306	0	745732	good
10153502	25	12843000	719	603	0	12879708	332	719	12960789	719	618226	51	255710	1635460	1018740	0	26	1166471	0	750856	good
10153507	30	15893000	711	745	0	15893458	473	711	15857367	711	762886	60	96315	1978503	995911	0	30	1427163	0	896156	good
10153519	32	16405000	744	769	0	16405332	524	744	16398344	744	787456	64	128038	1798415	877008	0	32	1475851	0	743794	bad
10153561	30	17062000	703	792	0	17042167	510	703	17061556	703	818024	60	253829	2132242	999761	0	30	1535540	0	741285	good
10153608	30	17885011	732	772	-5760	17827166	537	732	17885000	732	786178	60	87431	1537775	687849	-254	30	10731	-5760	596720	good
10153655	30	13269000	708	622	0	13275771	364	708	13262378	708	637237	55	96393	1410893	850640	0	27	1193614	0	748048	good
10153674	25	15232000	707	714	0	15266500	379	707	15226500	707	732792	50	127754	1443914	758358	0	25	1370385	0	627172	good
10153706	20	13184000	1156	618	0	13184000	263	1156	13145389	1156	632832	40	96000	1408259	854526	0	20	1183085	0	754169	bad
10153707	30	17030000	328	798	0	17053438	511	328	17029611	328	818565	60	127834	1893248	889370	0	30	1532665	0	758017	good
10153735	60	17024000	1514	798	0	17024000	340	1514	17027356	1514	817152	40	96075	1809730	850437	0	20	1532462	0	749130	bad
10153736	30	17061000	745	796	0	16986438	511	745	17060844	745	815349	60	95971	1828189	857248	0	30	1535476	0	756573	good
10153740	30	15339000	710	719	0	15378042	459	710	15294900	710	738146	60	127892	1699016	886115	0	30	1376541	0	756671	bad
10153766	25	13739000	728	644	0	13741792	284	728	13682456	728	659606	42	128018	1125056	655102	0	21	1231421	0	525995	bad
10153769	30	12352000	631	579	0	12365583	365	631	12328144	631	593548	59	127997	1356866	878799	0	30	1109533	0	748462	good
10153771	30	16811000	711	788	0	16843292	502	711	16757689	711	808478	60	127924	1851625	881149	0	30	1508192	0	751917	good
10153785	30	13099000	1220	614	0	13136312	396	1220	13037478	1220	630543	61	127843	1459467	891345	0	30	1173373	0	763256	good
10153794	30	16686667	708	721	-12902	16612562	501	708	16686667	708	732614	60	85478	1469018	704283	-569	30	10012	-12902	614970	good
10153803	30	17035000	713	793	0	16955667	511	713	17035311	713	813872	60	96145	1814167	851971	0	30	1533178	0	751121	bad
10153806	25	14621678	711	632	-4807	14600544	366	711	14621667	711	643884	50	87206	1294694	708369	-212	25	8773	-4807	617205	bad
10153809	30	17024000	724	798	0	17023937	492	724	16867411	724	817149	58	96306	1795711	843849	0	29	1518067	0	749352	bad
10153827	30	13312000	810	624	0	13315833	397	810	13268544	810	639160	60	96180	1412657	848952	0	30	1194169	0	748686	bad
10153839	30	17485011	717	755	-19478	17395488	525	717	17485000	717	767141	60	86217	1548609	708542	-859	30	10491	-19478	618582	good
10153844	25	17024000	1026	798	0	17023979	425	1026	16990500	1026	817151	50	256000	2143024	1007060	0	25	1529145	0	748326	good
10153878	30	13455011	722	583	-18549	13402585	404	722	13455000	722	591054	60	89404	1203892	715802	-818	30	8073	-18549	622119	good
10153894	30	13455011	726	581	-9229	13430771	404	726	13455000	726	592297	60	83059	1230449	731593	-407	30	8073	-9229	644570	bad
10153921	25	17635011	843	762	-21814	17555692	441	843	17635000	843	774206	50	88143	1604983	728089	-962	25	10581	-21814	636227	good
10153928	60	17024000	746	798	0	17072021	340	746	17023422	746	819457	40	127758	1353595	636087	0	20	1532108	0	505017	bad
10153939	30	13312000	536	624	0	13356979	393	536	13261089	536	641135	59	127780	1457968	876182	0	30	1193498	0	747187	good
10153941	30	12800000	220	600	0	12805479	384	220	12775978	220	614663	60	255891	1615036	1009397	0	30	1149838	0	750101	good
10153948	14	14293000	1314	670	0	14293333	203	1314	14343011	1314	686080	28	128014	1560502	873435	0	14	1290871	0	736488	good
10153957	25	17956667	1510	777	-658	17948345	449	1510	17956667	1510	791522	50	88831	1617556	720648	-29	25	10774	-658	628009	good
10153983	31	17024000	646	798	0	17048667	521	646	16808767	646	818336	62	121613	1846640	867781	0	31	1512789	0	750887	bad
10153985	30	17818345	719	771	-1270	17785215	535	719	17818333	719	784328	60	88250	1550171	695988	-56	30	10691	-1270	603811	good
10153994	30	13419000	719	629	0	13451646	401	719	13354833	719	645679	60	127654	1484687	885125	0	30	1201935	0	757259	bad
10153995	11	13423000	725	628	0	13420125	149	725	13422822	725	644166	22	96144	1424282	848860	0	11	1208054	0	746299	bad
10154002	11	13693000	212	641	0	13687333	152	212	13693000	212	656992	22	96132	1449231	846698	0	11	1232370	0	744286	bad
10154005	25	17395011	808	754	-21406	17347120	435	808	17395000	808	765008	50	83129	1545351	710709	-944	25	10437	-21406	623611	good
10154019	30	13766000	537	643	0	13870583	413	537	13765511	537	665788	60	95191	1459757	848326	0	30	1238896	0	746150	good
10154035	25	17445442	837	755	-15963	17445442	436	837	17436667	837	769344	50	87261	1552962	712145	-704	25	10462	-15963	621362	good
10154055	30	17885011	146	773	-9456	17846689	537	146	17885000	146	787039	60	84457	1560266	697909	-417	30	10731	-9456	609650	good
10154057	19	17053000	936	796	0	16981333	324	936	17085267	936	815104	38	96348	1240637	582014	0	19	1537674	0	480030	good
10154060	30	13517551	700	585	0	13517551	404	700	13515000	700	596124	60	82880	1205424	713397	156	30	8109	3537	626486	good
10154129	90000	13909000	719	652	0	13909333	279	719	13866922	719	667648	40	96274	1461146	840403	0	20	1248023	0	740143	good
10154144	30	13488345	728	583	-22812	13459841	405	728	13488333	728	593579	60	78317	1230114	729586	-1006	30	8093	-22812	647244	good
10154145	17	14272000	937	669	0	14272000	237	937	14278844	937	685056	33	256067	1204810	675341	0	17	1285096	0	415446	good
10154151	30	14186939	722	614	-454	14186939	425	722	14181667	722	625644	60	87514	1256008	708261	-20	30	8509	-454	616864	good
10154206	30	17785011	643	769	-12109	17727937	534	643	17785000	643	781802	60	83395	1574304	708148	-534	30	10671	-12109	620909	good
10154209	7	17051000	1118	798	0	17031750	122	1118	17050933	1118	817524	14	128006	640154	300347	0	7	1534584	0	170055	bad
10154219	25	16171000	719	758	0	16208479	403	719	16139644	719	778007	50	127720	1537457	760599	0	25	1452568	0	630642	bad
10154222	25	17382041	736	751	0	17382041	434	736	17356667	736	766548	50	83684	1551604	714118	596	25	10414	13515	627667	good
10154254	19	13371000	1124	626	0	13354667	254	1124	13394633	1124	641024	38	96464	979246	585892	0	19	1205517	0	482148	good
10154258	30	17053333	724	736	-3855	16993152	512	724	17053333	724	749398	60	84889	1572158	737525	-170	30	10232	-3855	648916	good
10154303	30	13013000	733	610	0	13036625	389	733	12955556	733	625758	60	127953	1431191	879853	0	30	1166000	0	751281	bad
10154311	15	16341000	733	766	0	16361937	244	733	16252256	733	785373	30	127900	1041584	509924	0	15	1462703	0	381105	good
10154319	10	17028000	242	798	0	17024000	170	242	17045067	242	817152	20	128078	814939	382870	0	10	1534056	0	252002	good
10154337	30	16241678	726	702	0	16235737	487	726	16241667	726	715996	60	63099	1284707	632795	220	30	9745	4989	565922	good
10154345	29	14229000	259	667	0	14229333	200	259	14206411	259	683008	28	128057	1560998	877643	0	14	1278577	0	744452	bad
10154358	30	13500000	726	631	0	13461333	408	726	13523356	726	646144	60	96357	1453294	861211	0	30	1217102	0	757336	good
10154363	29	13376000	2144	627	0	13376000	189	2144	13352633	2144	642048	28	128000	1470235	879327	0	14	1201737	0	745915	good
10154364	30	17985011	726	778	-5351	17966871	540	726	17985000	726	792339	60	85502	1521479	676776	-236	30	10791	-5351	587397	bad
10154381	25	17995011	2327	778	-295	17981837	450	2327	17995000	2327	792999	50	81576	1571508	698641	-13	25	10797	-295	613336	bad
10154392	25	17315011	343	749	-11156	17287710	433	343	17315000	343	762388	50	80499	1551290	716737	-492	25	10389	-11156	632444	bad
10154410	11	15061000	1047	706	0	15061333	167	1047	15087033	1047	722944	22	96243	1593893	846633	0	11	1357833	0	743356	bad
10154437	60	12971000	819	608	0	12993083	259	819	12961189	819	623668	40	127969	1032614	636875	0	20	1166507	0	505907	good
10154439	30	15979000	507	749	0	15978667	478	507	15969333	507	766976	60	256043	2015190	1008919	0	30	1437240	0	748594	bad
10154450	12	13632000	1412	639	0	13632000	168	1412	13492511	1412	654336	25	128195	759093	445477	0	12	1214326	0	317882	good
10154453	30	15467000	730	725	0	15487312	467	730	15375178	730	743391	61	127870	1720355	889819	0	30	1383766	0	762900	bad
10154457	25	14196667	728	615	-14490	14172880	355	728	14196667	728	625024	50	83501	1221348	688244	-639	25	8518	-14490	600664	bad
10154461	25	17835011	728	771	-21678	17811247	446	728	17835000	728	785476	50	87615	1582334	709765	-956	25	10701	-21678	618403	good
10154462	30	17024000	342	798	0	17024000	510	342	17045133	342	817152	60	96000	1816733	853727	0	30	1534062	0	751653	bad
10154491	25	17915011	1033	776	-22245	17857120	448	1033	17915000	1033	787499	50	80225	1578797	705016	-981	25	10749	-22245	620919	good
10154493	15	15125000	736	709	0	15125104	220	736	15217533	736	726005	29	96001	1585920	838833	0	14	1369578	0	721326	bad
10154552	25	16155010	735	698	-16167	16075261	404	735	16155000	735	708919	50	85602	1437196	711702	-713	25	9693	-16167	622333	bad
10154553	60	15680000	730	735	0	15680000	313	730	15680800	730	752640	40	96142	1666090	850045	0	20	1411272	0	748345	bad
10154577	30	17055000	848	791	0	16973312	512	848	17054722	848	814719	60	95442	1816114	851885	0	30	1534925	0	751838	good
10154579	30	13657000	738	639	0	13646417	413	738	13657133	738	655028	60	95912	1460026	855254	0	30	1229142	0	753071	bad
10154590	30	17950000	810	776	-4558	17944467	538	810	17950000	810	791351	60	84409	1544525	688367	-201	30	10770	-4558	600149	bad
10154595	25	15835011	952	685	-5624	15807143	396	952	15835000	952	697095	50	84514	1419478	717133	-248	25	9501	-5624	628747	good
10154608	30	15520000	824	673	-13810	15497120	466	824	15520000	824	683423	60	84597	1378380	710505	-609	30	9312	-13810	621703	good
10154657	27	17057000	731	795	0	16976271	446	731	17056489	731	814861	52	95907	1792450	840687	0	26	1535084	0	740181	good
10154687	25	13756667	729	595	-4966	13718027	344	729	13756667	729	604965	50	86902	1193612	694128	-219	25	8254	-4966	603242	bad
10154725	600	17921746	734	775	-4059	17921746	455	734	17921667	734	790349	51	62312	1515396	676450	-179	25	10753	-4059	610408	bad
10154729	30	17875011	732	772	0	17857800	536	732	17875000	732	787529	60	62612	1487049	665532	73	30	10725	1655	599278	good
10154791	30	17024000	735	798	0	17062042	511	735	17018756	735	818978	60	127832	1885706	886140	0	30	1531688	0	754859	bad
10154801	30	13291000	736	623	0	13319208	398	736	13256111	736	639322	60	127898	1473978	887203	0	30	1193050	0	757483	bad
10154805	17	15701000	735	736	0	15728750	267	735	15699967	735	754980	34	128099	1095142	557998	0	17	1412997	0	426835	bad
10154823	30	13867000	841	650	0	13866667	412	841	13836544	841	665600	60	128123	1518517	876046	0	30	1245289	0	743010	good
10154826	25	17960136	738	776	0	17960136	453	738	17938333	738	792042	51	88013	1636412	728908	490	25	10763	11111	637974	good
10154842	30	17923061	434	775	-2744	17923061	537	434	17916667	434	790407	60	64919	1257396	561241	-121	30	10750	-2744	492759	good
10154856	30	16947528	623	733	-3039	16947528	508	623	16941667	623	747386	60	62568	1472302	694993	-134	30	10165	-3039	628892	good
10154869	25	17915011	735	774	-18277	17861066	448	735	17915000	735	787673	50	79258	1571548	701779	-806	25	10749	-18277	618863	bad
10154885	30	16236999	929	761	0	16245270	491	929	16236443	929	779773	60	95939	1731702	853212	0	30	1461280	0	751920	good
10154892	30	17024000	758	798	0	17058042	510	758	16986433	758	818786	60	127915	1878635	882817	0	30	1528779	0	752930	good
10154906	20	17045000	739	798	0	17024000	340	739	17074344	739	817152	40	96180	1804839	847093	0	20	1536691	0	744671	bad
10154919	30	14255011	753	618	-21406	14235646	428	753	14255000	753	627792	60	83856	1286631	722065	-944	30	8553	-21406	633970	good
10154927	25	17955011	810	776	-15533	17910272	449	810	17955000	810	789843	50	83997	1591447	709082	-685	25	10773	-15533	621384	good
10154942	24	12990000	934	563	-14036	12919478	312	934	12990000	934	569749	48	63425	1115703	687115	-619	24	7794	-14036	619777	good
10154945	25	17365057	1005	751	-3447	17365057	434	1005	17356667	1005	765799	50	85337	1542702	710715	-152	25	10414	-3447	621909	good
10154968	25	17596667	225	761	-16167	17584535	440	225	17596667	225	775478	50	86556	1583335	719834	-713	25	10558	-16167	629503	good
10154976	24	14040000	742	608	-1655	13976757	337	742	14040000	742	616375	48	85695	1233948	703104	-73	24	8424	-1655	613528	bad
10154993	25	14076667	151	609	-9093	14038957	352	151	14076667	151	619118	50	87028	1248870	709753	-401	25	8446	-9093	618731	bad
10154997	30	15674000	706	733	0	15673271	474	706	15674267	706	752317	60	95779	1672242	853511	0	30	1410684	0	752201	good
10154998	25	17024000	801	798	0	17027562	424	801	16958667	801	817323	50	128030	1613364	758159	0	25	1526280	0	629302	bad
10155010	30	16576000	758	777	0	16603957	495	758	16486733	758	796990	60	127919	1831853	884098	0	30	1483806	0	756636	good
10155043	30	17067000	134	797	0	17002667	512	134	17087844	134	816128	60	156000	1938770	908780	0	30	1537906	0	746968	bad
10155045	20	16369000	743	758	0	16321020	324	743	16368678	743	783409	40	95214	1607628	785693	0	20	1473181	0	685484	good
10155062	30	14555011	743	630	-4762	14484490	437	743	14555000	743	638766	60	88430	1306116	717892	-210	30	8733	-4762	625347	good
10155070	15	17024000	524	798	0	17023937	248	524	16700111	524	817149	30	96158	1795375	843691	0	15	1503010	0	745313	good
10155076	30	17060000	739	797	0	17003271	512	739	17060133	739	816157	60	256020	2159036	1012443	0	30	1535412	0	752574	good
10155077	30	17985011	610	777	-5918	17919887	540	610	17985000	610	790267	60	84683	1605908	714331	-261	30	10791	-5918	625886	good
10155079	30	16218345	145	702	-16167	16214580	486	145	16218333	145	715063	60	64128	1417229	699074	-713	30	9731	-16167	631020	good
10155083	30	13421678	743	581	-21587	13376327	403	743	13421667	743	589896	60	86340	1175117	700429	-952	30	8053	-21587	609909	good
10155105	23	17052000	1630	795	0	16960000	395	1630	17068989	1630	814080	46	96330	1459771	684856	0	23	1536209	0	583332	good
10155123	30	16363000	746	767	0	16394103	489	746	16286811	746	786917	60	127878	1806595	883258	0	30	1465813	0	755263	bad
10155136	25	13516667	638	585	-5170	13485624	338	638	13516667	638	594716	50	85612	1222748	723697	-228	25	8110	-5170	634028	good
10155147	8	13797000	1032	645	0	13793625	115	1032	13796833	1032	662094	17	127773	589818	341997	0	8	1241715	0	211644	good
10155149	30	17044000	922	793	0	16917333	509	922	17062522	922	812032	60	96322	1818797	853694	0	30	1535627	0	752135	good
10155170	30	17024000	1107	798	0	17066021	170	1107	17016033	1107	819169	20	127819	815207	383085	0	10	1531443	0	252502	bad
10155192	30	12556667	651	543	-6077	12537937	377	651	12556667	651	552923	60	83969	1116303	711209	-268	30	7534	-6077	623076	good
10155199	30	16994000	753	796	0	16981333	508	753	17011322	753	815104	60	96000	1789655	842487	0	30	1531019	0	740654	good
10155249	19	17055000	744	796	0	16981333	324	744	17087889	744	815104	38	96300	1244469	583743	0	19	1537910	0	481799	bad
10155253	10	17024000	131	798	0	17023937	170	131	16735555	131	817149	20	96206	1697152	797533	0	10	1506200	0	708243	good
10155263	90000	16056999	754	750	0	16042770	539	754	16057455	754	770053	67	155584	1832072	912784	0	34	1445171	0	751477	good
10155265	15	13120000	1656	615	0	13120000	195	1656	13084267	1656	629760	30	128069	835080	509195	0	15	1177584	0	379330	good
10155266	30	14721678	748	637	-11429	14663560	442	748	14721667	748	646663	60	84541	1302954	708046	-504	30	8833	-11429	619452	bad
10155284	30	16619000	812	779	0	16618666	502	812	16612622	812	797696	60	128106	1846577	888899	0	30	1495136	0	755681	good
10155308	30	17039000	147	796	0	16981333	508	147	17050833	147	815104	60	156000	1936877	909385	0	30	1534575	0	747897	bad
10155327	25	14556667	747	631	-16531	14519138	364	747	14556667	747	640294	50	85410	1335968	734216	-729	25	8734	-16531	644677	good
10155360	10	16469000	355	772	0	16469332	163	355	16491088	355	790528	20	128044	1803947	876287	0	10	1484198	0	741792	good
10155416	30	13988000	638	652	0	13963208	423	638	13987822	638	670234	60	95629	1525165	872270	0	30	1258904	0	770562	good
10155431	30	16320000	747	707	-3243	16297166	490	747	16320000	747	718705	60	81943	1433500	702696	-143	30	9792	-3243	616699	bad
